,Year,Country,Type,Sex,Pdf
1175,1957,AUSTRALIA,Unprovoked,M,1957.05.11-Higgins.pdf
1176,1957,AUSTRALIA,Unprovoked,M,1957.04.23-Wilson.pdf
1177,1957,AUSTRALIA,Unprovoked,M,1957.04.13-Nomoa.pdf
1178,1957,AUSTRALIA,Unprovoked,M,1957.02.02-JapaneseDiver.pdf
1179,1957,CUBA,Unprovoked,M,1957.00.00.g-Bolster.pdf
1180,1957,FIJI,Unprovoked,M,1957.02.24-Bale.pdf
1181,1957,FIJI,Unprovoked,M,1957.00.00.e-Vasu.pdf
1182,1957,IRAN,Unprovoked,M,1957.00.00.d-Paniry.pdf
1183,1957,IRAN,Unprovoked,M,1957.00.00.c-Falah.pdf
1184,1957,MARSHALL ISLANDS,Unprovoked,M,1957.09.02-Huges.pdf
1185,1957,PAPUA NEW GUINEA,Unprovoked,M,1957.04.07.b-Omni.pdf
1186,1957,PAPUA NEW GUINEA,Unprovoked,M,1957.00.00.b-Mailu.pdf
1187,1957,PAPUA NEW GUINEA,Unprovoked,M,1957.00.00.a-Duke-of-York.pdf
1188,1957,SOLOMON ISLANDS,Unprovoked,F,1957.10.23-Melanesian-woman.pdf
1189,1957,SOLOMON ISLANDS,Unprovoked,M,1957.10.24-Keia.pdf
1190,1957,SOLOMON ISLANDS,Unprovoked,M,1957.05.07.R-Sevo.pdf
1191,1957,SOLOMON ISLANDS,Unprovoked,M,1957.04.07.a-Sonieva.pdf
1192,1957,SOUTH AFRICA,Unprovoked,F,1957.12.30-Painting.pdf
1193,1957,SOUTH AFRICA,Unprovoked,M,1957.12.26-Webster.pdf
1194,1957,SOUTH AFRICA,Unprovoked,M,1957.12.23-Berry.pdf
1195,1957,SOUTH AFRICA,Unprovoked,M,1957.12.20-Green.pdf
1196,1957,SOUTH AFRICA,Unprovoked,M,1957.12.18-Wherley.pdf
1197,1957,SOUTH AFRICA,Unprovoked,M,1957.01.05-Williams.pdf
1198,1957,SRI LANKA,Unprovoked,M,1957.00.00.k-Fernando.pdf
1199,1957,USA,Provoked,M,1957.08.00-Case-Gray.pdf
1200,1957,USA,Provoked,M,1957.07.24-Murray.pdf
1201,1957,USA,Provoked,M,1957.04.22-Carpenter.pdf
1202,1957,USA,Unprovoked,M,1957.07.15-Rupert-Wade.pdf
1203,1957,USA,Unprovoked,M,1957.05.00-St-Marks.pdf
1204,1957,USA,Unprovoked,M,1957.04.28-Savino_Collier.pdf
1205,1957,USA,Unprovoked,M,1957.02.05-Carson.pdf
1206,1957,USA,Unprovoked,M,1957.02.00-Straughan.pdf
1207,1957,USA,Unprovoked,M,1957.00.00.f-Kline.pdf
1208,1958,AMERICAN SAMOA,Unprovoked,M,1958.12.12-Samoa.pdf
1209,1958,ANDAMAN / NICOBAR ISLANDAS,Unprovoked,M,1958.09.13-sailor.pdf
1210,1958,AUSTRALIA,Unprovoked,F,1958.06.15-Swimmers.pdf
1211,1958,AUSTRALIA,Unprovoked,M,1958.02.19-Blair.pdf
1212,1958,AUSTRALIA,Unprovoked,M,1958.11.23-Spronk.pdf
1213,1958,AUSTRALIA,Unprovoked,M,1958.01.27-Kerwand.pdf
1214,1958,AUSTRALIA,Unprovoked,M,1958.01.19-Henderson.pdf
1215,1958,BAHAMAS,Unprovoked,M,1958.09.06-Munn.pdf
1216,1958,BAHAMAS,Unprovoked,M,1958.07.00.b-Waterman.pdf
1217,1958,CROATIA,Unprovoked,F,1958.08.01-Keller.pdf
1218,1958,JAPAN,Unprovoked,M,1958.01.09.R-Japan.pdf
1219,1958,KENYA,Unprovoked,M,1958.07.08-Nakatani.pdf
1220,1958,MEXICO,Provoked,M,1958.10.00.b-Acapulco.pdf
1221,1958,MEXICO,Unprovoked,F,1958.07.31-Dreufus.pdf
1222,1958,PACIFIC OCEAN,Unprovoked,M,1958.07.04.b-Robinson.pdf
1223,1958,PACIFIC OCEAN,Unprovoked,M,1958.07.04.a-Brown.pdf
1224,1958,PANAMA,Provoked,M,1958.00.00.h-Panama.pdf
1225,1958,PAPUA NEW GUINEA,Unprovoked,M,1958.11.07.R-MbukeIsland.pdf
1226,1958,PAPUA NEW GUINEA,Unprovoked,M,1958.10.00.a-EastNakanai.pdf
1227,1958,PAPUA NEW GUINEA,Unprovoked,M,1958.07.01-Toapindak.pdf
1228,1958,PAPUA NEW GUINEA,Unprovoked,M,1958.04.00-Nasigilatu.pdf
1229,1958,PAPUA NEW GUINEA,Unprovoked,M,1958.00.00.e-Bulu.pdf
1230,1958,PAPUA NEW GUINEA,Unprovoked,M,1958.00.00.d-Kombe.pdf
1231,1958,PAPUA NEW GUINEA,Unprovoked,M,1958.00.00.c-Korem.pdf
1232,1958,SOUTH AFRICA,Unprovoked,M,1958.11.14-FalseBayFisherman.pdf
1233,1958,SOUTH AFRICA,Unprovoked,M,1958.06.02-McGregor-Franken.pdf
1234,1958,SOUTH AFRICA,Unprovoked,F,1958.04.05-Bester.pdf
1235,1958,SOUTH AFRICA,Unprovoked,M,1958.12.23-Geldenhuys.pdf
1236,1958,SOUTH AFRICA,Unprovoked,M,1958.04.03-Badenhorst.pdf
1237,1958,SOUTH AFRICA,Unprovoked,M,1958.01.09-Prinsloo.pdf
1238,1958,SOUTH AFRICA,Unprovoked,M,1958.00.00.a-KakatanaRiver.pdf
1239,1958,TAIWAN,Unprovoked,M,1958.04.19-Chang.pdf
1240,1958,TONGA,Provoked,M,1958.00.00.j-Tonga.pdf
1241,1958,USA,Provoked,M,1958.09.01-Leszczak.pdf
1242,1958,USA,Provoked,M,1958.07.02-Hamlin.pdf
1243,1958,USA,Provoked,M,1958.06.26-Cockerill.pdf
1244,1958,USA,Provoked,M,1958.06.17-Irving.pdf
1245,1958,USA,Provoked,M,1958.04.30-Bowers.pdf
1246,1958,USA,Provoked,M,1958.02.01-Gerringer.pdf
1247,1958,USA,Unprovoked,M,1958.12.13-Weaver.pdf
1248,1958,USA,Unprovoked,M,1958.10.12-Allman_Collier.pdf
1249,1958,USA,Unprovoked,M,1958.10.05-Evans.pdf
1250,1958,USA,Unprovoked,M,1958.07.27.b-RobertLawton.pdf
1251,1958,USA,Unprovoked,M,1958.07.27.a-DouglasLawton.pdf
1252,1958,USA,Unprovoked,M,1958.07.10-Escartin.pdf
1253,1958,USA,Unprovoked,M,1958.07.00.a-NV-Sarasota.pdf
1254,1958,USA,Unprovoked,M,1958.06.24-Mahala.pdf
1255,1959,ATLANTIC OCEAN,Provoked,M,1959.00.00.e-Tapavica.pdf
1256,1959,AUSTRALIA,Unprovoked,M,1959.02.28-boat-Crew-Thatcher.pdf
1257,1959,AUSTRALIA,Unprovoked,M,1959.12.07-LauraBay.pdf
1258,1959,AUSTRALIA,Unprovoked,M,1959.08.30-Cox.pdf
1259,1959,AUSTRALIA,Unprovoked,M,1959.04.27-Holland.pdf
1260,1959,AUSTRALIA,Provoked,M,1959.12.11-Smith-Walker.pdf
1261,1959,AUSTRALIA,Provoked,M,1959.11.09-Marks.pdf
1262,1959,AUSTRALIA,Unprovoked,M,1959.12.19.b-Mullens.pdf
1263,1959,AUSTRALIA,Unprovoked,M,1959.11.29-Holland.pdf
1264,1959,AUSTRALIA,Unprovoked,M,1959.11.28-Beaver.pdf
1265,1959,AUSTRALIA,Unprovoked,M,1959.11.22-Sachse.pdf
1266,1959,AUSTRALIA,Unprovoked,M,1959.04.11-Pearson.pdf
1267,1959,AUSTRALIA,Unprovoked,M,1959.04.05-McAuley.pdf
1268,1959,AUSTRALIA,Unprovoked,M,1959.01.31-Rudd.pdf
1269,1959,AUSTRALIA,Unprovoked,M,1959.01.25-Grave.pdf
1270,1959,AUSTRALIA,Unprovoked,M,1959.01.17.b-Derry.pdf
1271,1959,AUSTRALIA,Unprovoked,M,1959.01.17.a-Neil.pdf
1272,1959,AUSTRALIA,Unprovoked,M,1959.01.00-BadgerHead.pdf
1273,1959,BERMUDA,Unprovoked,F,1959.09.27-Rawlinson.pdf
1274,1959,CROATIA,Provoked,M,1959.08.12-Tomaz.pdf
1275,1959,ECUADOR,Unprovoked,M,1959.01.27-Swienty.pdf
1276,1959,FIJI,Unprovoked,M,1959.10.02-FijianCook.pdf
1277,1959,FIJI,Unprovoked,M,1959.10.00-Etuate.pdf
1278,1959,ITALY,Unprovoked,M,1959.08.02-Giglio.pdf
1279,1959,JAPAN,Unprovoked,M,1959.08.25-Fukushi.pdf
1280,1959,JAPAN,Unprovoked,M,1959.08.11-Tsuchiya.pdf
1281,1959,JAPAN,Unprovoked,M,1959.07.25.b-Ishida.pdf
1282,1959,MALDIVE ISLANDS,Unprovoked,F,1959.12.00.a-b-Maldivians.pdf
1283,1959,MEXICO,Unprovoked,F,1959.09.00-French-woman.pdf
1284,1959,MEXICO,Unprovoked,M,1959.07.00.a-Lobster-fishermen.pdf
1285,1959,MEXICO,Unprovoked,M,1959.06.14.b-Topete.pdf
1286,1959,MID ATLANTIC OCEAN,Unprovoked,M,1959.05.00-Green.pdf
1287,1959,MOZAMBIQUE,Unprovoked,M,1959.10.07-PortugueseSoldier.pdf
1288,1959,MOZAMBIQUE,Unprovoked,M,1959.01.02-Suttie.pdf
1289,1959,NEW GUINEA,Unprovoked,M,1959.01.12-Uga.pdf
1290,1959,NEW ZEALAND,Unprovoked,M,1959.12.03-boat-Ashton.pdf
1291,1959,PAPUA NEW GUINEA,Provoked,M,1959.11.01-Rabaul.pdf
1292,1959,PAPUA NEW GUINEA,Provoked,M,1959.02.06-Ururumba.pdf
1293,1959,PAPUA NEW GUINEA,Provoked,M,1959.00.00.a-Morobe.pdf
1294,1959,PAPUA NEW GUINEA,Unprovoked,M,1959.00.00.d-Poi.pdf
1295,1959,PAPUA NEW GUINEA,Unprovoked,M,1959.00.00.c-Kalapiai.pdf
1296,1959,PAPUA NEW GUINEA,Unprovoked,M,1959.00.00.b-Pasinganlas.pdf
1297,1959,PHILIPPINES,Unprovoked,M,1959.08.20-PilarII.pdf
1298,1959,PHILIPPINES,Unprovoked,M,1959.12.19.a - MV-Rizal.pdf
1299,1959,PHILIPPINES,Unprovoked,M,1959.09.30-Daguinot.pdf
1300,1959,PHILIPPINES,Unprovoked,M,1959.03.08-Sanchez.pdf
1301,1959,SOLOMON ISLANDS,Unprovoked,M,1959.02.02-Battye.pdf
1302,1959,SOUTH AFRICA,Provoked,M,1959.05.30-TonyDicks.pdf
1303,1959,SOUTH AFRICA,Unprovoked,M,1959.04.09.a-Fisherman.pdf
1304,1959,SOUTH AFRICA,Unprovoked,M,1959.02.01-Vermaak.pdf
1305,1959,SOUTH AFRICA,Unprovoked,M,1959.01.15-Schreuder.pdf
1306,1959,SOUTH KOREA,Unprovoked,M,1959.00.00.g-SouthKorea.pdf
1307,1959,TURKEY,Unprovoked,M,1959.06.26.R-Steinberg.pdf
1308,1959,USA,Unprovoked,M,1959.03.00-Straughan.pdf
1309,1959,USA,Unprovoked,M,1959.09.02-NV-InflatableRaft.pdf
1310,1959,USA,Unprovoked,M,1959.08.15.b-Seymour.pdf
1311,1959,USA,Unprovoked,M,1959.08.05-Hill.pdf
1312,1959,USA,Provoked,M,1959.08.14.b-Wright.pdf
1313,1959,USA,Provoked,M,1959.08.13-Ide-Turner.pdf
1314,1959,USA,Provoked,M,1959.07.23.a-Geitel.pdf
1315,1959,USA,Provoked,M,1959.07.02-Scherer.pdf
1316,1959,USA,Unprovoked,M,1959.09.26.b-Walker.pdf
1317,1959,USA,Unprovoked,F,1959.08.10-Fields.pdf
1318,1959,USA,Unprovoked,F,1959.05.16-Goldback.pdf
1319,1959,USA,Unprovoked,M,1959.11.10-Fryling_Collier.pdf
1320,1959,USA,Unprovoked,M,1959.10.04-JamesHay_Collier.pdf
1321,1959,USA,Unprovoked,M,1959.08.15.a-Neal.pdf
1322,1959,USA,Unprovoked,M,1959.07.28-Fleet_Collier.pdf
1323,1959,USA,Unprovoked,M,1959.06.14.a-Pamperin_Collier.pdf
1324,1959,USA,Unprovoked,M,1959.05.07-Kogler_Collier.pdf
1325,1959,USA,Unprovoked,M,1959.05.03-Grover.pdf
1326,1959,USA,Unprovoked,M,1959.04.09.b-Fisherman.pdf
1327,1959,USA,Unprovoked,M,1959.03.29-McKee.pdf
1328,1959,VENEZUELA,Unprovoked,M,1959.02.27-Gerbeau.pdf
1329,1960,AUSTRALIA,Unprovoked,M,1960.10.02-NV-Hooper.pdf
1330,1960,AUSTRALIA,Provoked,M,1960.11.11-O'Connell.pdf
1331,1960,AUSTRALIA,Provoked,M,1960.04.22-Nelson.pdf
1332,1960,AUSTRALIA,Provoked,M,1960.04.10-Coleman.pdf
1333,1960,AUSTRALIA,Provoked,M,1960.02.07-Gillies.pdf
1334,1960,AUSTRALIA,Provoked,M,1960.01.13-Christmas.pdf
1335,1960,AUSTRALIA,Unprovoked,F,1960.12.27.a -Despo Snow-Christensen.pdf
1336,1960,AUSTRALIA,Unprovoked,M,1960.12.20-McDougall.pdf
1337,1960,AUSTRALIA,Unprovoked,M,1960.12.01-BrisbaneRiver.pdf
1338,1960,AUSTRALIA,Unprovoked,M,1960.11.27-Bicknell.pdf
1339,1960,AUSTRALIA,Unprovoked,M,1960.11.06-Morrissey.pdf
1340,1960,AUSTRALIA,Unprovoked,M,1960.04.12-Chandler.pdf
1341,1960,AUSTRALIA,Unprovoked,M,1960.04.03.b-Black.pdf
1342,1960,AUSTRALIA,Unprovoked,M,1960.04.03.a-Morris.pdf
1343,1960,AUSTRALIA,Unprovoked,M,1960.02.29-Robertson-Hasler.pdf
1344,1960,AUSTRALIA,Unprovoked,M,1960.01.16-Murray.pdf
1345,1960,BERMUDA,Unprovoked,M,1960.04.14-Beakley-recheck text-March.pdf
1346,1960,BERMUDA,Unprovoked,M,1960.05.24-Goiran.pdf
1347,1960,CARIBBEAN SEA,Unprovoked,M,1960.00.00.h-aircraft.pdf
1348,1960,ENGLAND,Provoked,M,1960.08.04.b-Capel.pdf
1349,1960,FIJI,Unprovoked,F,1960.04.00.c-woman.pdf
1350,1960,FIJI,Unprovoked,M,1960.00.00.e-Phillips.pdf
1351,1960,GRENADA,Unprovoked,M,1960.00.00.i-Bain.pdf
1352,1960,GUAM,Unprovoked,M,1960.03.28-Metao.pdf
1353,1960,JOHNSTON ISLAND,Unprovoked,M,1960.10.00.a-McAllister.pdf
1354,1960,MARSHALL ISLANDS,Unprovoked,M,1960.09.02-E.S.Hobson.pdf
1355,1960,MARSHALL ISLANDS,Unprovoked,M,1960.09.01-Mautin.pdf
1356,1960,MOZAMBIQUE,Unprovoked,F,1960.00.00.b-Fillardo.pdf
1357,1960,NEW GUINEA,Provoked,M,1960.11.00.c-ToroPassage.pdf
1358,1960,NEW ZEALAND,Unprovoked,M,1960.02.27.b-Ross.pdf
1359,1960,NICARAGUA ,Unprovoked,M,1960.00.00.j-Nicaragua.pdf
1360,1960,NORTH SEA,Provoked,M,1960.06.27.a-Schapper.pdf
1361,1960,PACIFIC OCEAN,Unprovoked,M,1960.09.22-R5Daircraft.pdf
1362,1960,PANAMA,Unprovoked,M,1960.05.29-Dawkins.pdf
1363,1960,PAPUA NEW GUINEA,Unprovoked,M,1960.11.00.b-Fisherman.pdf
1364,1960,PAPUA NEW GUINEA,Unprovoked,M,1960.10.00.e-Talasea.pdf
1365,1960,PAPUA NEW GUINEA,Unprovoked,M,1960.08.22.R-Milne-PNG.pdf
1366,1960,PAPUA NEW GUINEA,Unprovoked,M,1960.07.27-Klaso.pdf
1367,1960,PAPUA NEW GUINEA,Unprovoked,M,1960.07.02-Orderly.pdf
1368,1960,PAPUA NEW GUINEA,Unprovoked,M,1960.02.19-Tupuselei.pdf
1369,1960,PAPUA NEW GUINEA,Unprovoked,M,1960.01.30-Upad.pdf
1370,1960,PAPUA NEW GUINEA,Unprovoked,M,1960.00.00.d-Sek.pdf
1371,1960,PAPUA NEW GUINEA,Unprovoked,M,1960.00.00.c-Talasea.pdf
1372,1960,PHILIPPINES,Provoked,M,1960.04.00.b-Balanoba-Dona.pdf
1373,1960,PHILIPPINES,Unprovoked,M,1960.06.05-Mendoza.pdf
1374,1960,RED SEA / INDIAN OCEAN,Unprovoked,M,1960.10.00.d-El-Gamil.pdf
1375,1960,SENEGAL,Provoked,M,1960.02.24-Souleyman.pdf
1376,1960,SOUTH AFRICA,Provoked,F,1960.01.01-Burman.pdf
1377,1960,SOUTH AFRICA,Provoked,M,1960.04.20.R-Wagener.pdf
1378,1960,SOUTH AFRICA,Unprovoked,F,1960.00.00.a-Greig.pdf
1379,1960,SOUTH AFRICA,Unprovoked,M,1960.12.24-Sithole.pdf
1380,1960,SOUTH AFRICA,Unprovoked,M,1960.04.30-Hely.pdf
1381,1960,SRI LANKA,Unprovoked,M,1960.00.00.g-Ferdinands.pdf
1382,1960,SRI LANKA,Unprovoked,M,1960.00.00.f-Jonklaas.pdf
1383,1960,USA,Unprovoked,F,1960.11.22-Sargent.pdf
1384,1960,USA,Unprovoked,M,1960.10.00.c-Wilson.pdf
1385,1960,USA,Unprovoked,M,1960.08.25-NavalAviator.pdf
1386,1960,USA,Unprovoked,M,1960.06.07-Raytheon.pdf
1387,1960,USA,Unprovoked,M,1960.02.27.a-Benjamin.pdf
1388,1960,USA,Provoked,M,1960.09.24-Gore.pdf
1389,1960,USA,Provoked,M,1960.08.10-Henn.pdf
1390,1960,USA,Provoked,M,1960.07.03-Smith.pdf
1391,1960,USA,Provoked,M,1960.06.29-Gray.pdf
1392,1960,USA,Unprovoked,M,1960.10.25-Scheer.pdf
1393,1960,USA,Unprovoked,F,1960.05.19-Theriot_Collier.pdf
1394,1960,USA,Unprovoked,M,1960.12.27.b-Riley.pdf
1395,1960,USA,Unprovoked,M,1960.08.30-Chung.pdf
1396,1960,USA,Unprovoked,M,1960.08.24-Trudeau.pdf
1397,1960,USA,Unprovoked,M,1960.08.22.a-McDonald.pdf
1398,1960,USA,Unprovoked,M,1960.08.21-Brodeur.pdf
1399,1960,USA,Unprovoked,M,1960.08.04.a-Saylor.pdf
1400,1960,USA,Unprovoked,M,1960.08.00-marine.pdf
1401,1960,USA,Unprovoked,M,1960.07.05-Hanson.pdf
1402,1960,USA,Unprovoked,M,1960.06.24-Fey.pdf
1403,1960,USA,Unprovoked,M,1960.06.04-Jones.pdf
1404,1960,USA,Unprovoked,M,1960.04.24-Gilbert_Collier.pdf
1405,1960,USA,Unprovoked,M,1960.03.31-Winkler.pdf
1406,1961,AUSTRALIA,Provoked,F,1961.03.14-O'Neill.pdf
1407,1961,AUSTRALIA,Provoked,M,1961.12.27-Parker.pdf
1408,1961,AUSTRALIA,Provoked,M,1961.05.07-Arbuckle.pdf
1409,1961,AUSTRALIA,Provoked,M,1961.04.25-Davy-Pierpoint.pdf
1410,1961,AUSTRALIA,Provoked,M,1961.04.16.a-Spooner.pdf
1411,1961,AUSTRALIA,Provoked,M,1961.04.00-Greaves.pdf
1412,1961,AUSTRALIA,Provoked,M,1961.01.15-Webb.pdf
1413,1961,AUSTRALIA,Provoked,M,1961.01.06.a-Hopkins.pdf
1414,1961,AUSTRALIA,Unprovoked,F,1961.12.28.c-Hobbs.pdf
1415,1961,AUSTRALIA,Unprovoked,F,1961.02.17.a-Fox.pdf
1416,1961,AUSTRALIA,Unprovoked,M,1961.12.28.b-Steffens.pdf
1417,1961,AUSTRALIA,Unprovoked,M,1961.12.18.a-Andrews.pdf
1418,1961,AUSTRALIA,Unprovoked,M,1961.12.13-Stevens.pdf
1419,1961,AUSTRALIA,Unprovoked,M,1961.04.14-Davis.pdf
1420,1961,AUSTRALIA,Unprovoked,M,1961.04.03-Prosch.pdf
1421,1961,AUSTRALIA,Unprovoked,M,1961.03.30-Buttery.pdf
1422,1961,AUSTRALIA,Unprovoked,M,1961.03.18-Smith.pdf
1423,1961,AUSTRALIA,Unprovoked,M,1961.03.12-Rodger.pdf
1424,1961,AUSTRALIA,Unprovoked,M,1961.02.01.a-McWhinney.pdf
1425,1961,BERMUDA,Unprovoked,M,1961.08.04-Sato.pdf
1426,1961,COLUMBIA,Unprovoked,M,1961.01.01-Chaney.pdf
1427,1961,CROATIA,Unprovoked,M,1961.09.24.b-Plana.pdf
1428,1961,FIJI,Unprovoked,M,1961.03.00-Bailey.pdf
1429,1961,ITALY,Provoked,M,1961.09.06.R-Chioggia.pdf
1430,1961,ITALY,Unprovoked,M,1961.07.00.b-Gregor.pdf
1431,1961,JAMAICA,Unprovoked,M,1961.02.16-BritishSailor.pdf
1432,1961,MID ATLANTIC OCEAN,Unprovoked,M,1961.09.23-Imhof.pdf
1433,1961,MOZAMBIQUE,Unprovoked,M,1961.12.18.b-Correia.pdf
1434,1961,MOZAMBIQUE,Unprovoked,M,1961.04.21-Dewar.pdf
1435,1961,MOZAMBIQUE,Unprovoked,M,1961.04.09-Zimila.pdf
1436,1961,MOZAMBIQUE,Unprovoked,M,1961.01.05-AfricanChild.pdf
1437,1961,NEW BRITAIN,Unprovoked,M,1961.06.02-Rabaul.pdf
1438,1961,NEW BRITAIN,Unprovoked,M,1961.05.17-Kokopo.pdf
1439,1961,NORTH PACIFIC OCEAN,Unprovoked,M,1961.03.09-Stewart.pdf
1440,1961,PANAMA,Provoked,M,1961.07.00.a-youngboy.pdf
1441,1961,PAPUA NEW GUINEA,Provoked,M,1961.08.01-Vanimo.pdf
1442,1961,PAPUA NEW GUINEA,Provoked,M,1961.06.01-Marik-Pokas.pdf
1443,1961,PERSIAN GULF,Unprovoked,M,1961.09.07-Padden.pdf
1444,1961,PHILIPPINES,Unprovoked,M,1961.10.27-FilipinoFisherman.pdf
1445,1961,SENEGAL,Unprovoked,M,1961.00.00.b-Senegal.pdf
1446,1961,SOUTH AFRICA,Provoked,M,1961.04.17-Harvey.pdf
1447,1961,SOUTH AFRICA,Provoked,M,1961.03.07-Rickert.pdf
1448,1961,SOUTH AFRICA,Unprovoked,M,1961.12.28.a-Wessels.pdf
1449,1961,SOUTH AFRICA,Unprovoked,M,1961.02.12-Benzoin.pdf
1450,1961,SOUTH AFRICA,Unprovoked,M,1961.02.01.b-Zimmerman.pdf
1451,1961,SOUTH AFRICA,Unprovoked,M,1961.01.22-Murphy.pdf
1452,1961,SOUTH AFRICA,Unprovoked,M,1961.01.06.c-Land.pdf
1453,1961,SOUTH AFRICA,Unprovoked,M,1961.01.03.b-Hendricks.pdf
1454,1961,TANZANIA,Provoked,M,1961.09.24.a-YusefMohamed.pdf
1455,1961,USA,Unprovoked,M,1961.06.06.R-W.E.-Davidson.pdf
1456,1961,USA,Unprovoked,M,1961.10.09-Haen.pdf
1457,1961,USA,Unprovoked,M,1961.04.30-NV-Brewster.pdf
1458,1961,USA,Unprovoked,M,1961.02.00-Friedman.pdf
1459,1961,USA,Provoked,M,1961.09.26-NV-PaulWalter.pdf
1460,1961,USA,Provoked,M,1961.07.29-Junker.pdf
1461,1961,USA,Provoked,M,1961.02.17.b-Peterson.pdf
1462,1961,USA,Unprovoked,M,1961.10.00.a-Horn.pdf
1463,1961,USA,Unprovoked,M,1961.08.20-Vogensen_Collier.pdf
1464,1961,USA,Unprovoked,M,1961.08.16-Bailey.pdf
1465,1961,USA,Unprovoked,M,1961.08.02-Kato.pdf
1466,1961,USA,Unprovoked,M,1961.06.24-Dandridge.pdf
1467,1961,USA,Unprovoked,M,1961.06.18-Hawkins.pdf
1468,1961,USA,Unprovoked,M,1961.05.21-Orr_Collier.pdf
1469,1961,USA,Unprovoked,M,1961.05.15-Morris.pdf
1470,1961,USA,Unprovoked,M,1961.04.16.b-Ericson.pdf
1471,1961,VANUATU,Unprovoked,M,1961.10.00.b-Vanuatu.pdf
1472,1962,ADMIRALTY ISLANDS,Unprovoked,M,1962.10.15-Pasigan.pdf
1473,1962,AUSTRALIA,Unprovoked,M,1962.10.14-Wilson-boat.pdf
1474,1962,AUSTRALIA,Unprovoked,M,1962.11.25-Meikel.pdf
1475,1962,AUSTRALIA,Unprovoked,M,1962.01.08-McLeod.pdf
1476,1962,AUSTRALIA,Provoked,M,1962.01.21-Smith.pdf
1477,1962,AUSTRALIA,Unprovoked,M,1962.12.09-Corner.pdf
1478,1962,AUSTRALIA,Unprovoked,M,1962.11.29-May.pdf
1479,1962,AUSTRALIA,Unprovoked,M,1962.02.15-Hansen.pdf
1480,1962,AUSTRALIA,Unprovoked,M,1962.02.04-Maloney.pdf
1481,1962,AUSTRALIA,Unprovoked,M,1962.01.14.a-Hiscocks.pdf
1482,1962,AUSTRALIA,Unprovoked,M,1962.00.00.a-Argyll.pdf
1483,1962,BRITISH WEST INDIES,Unprovoked,M,1962.09.30-Vickrey.pdf
1484,1962,ISRAEL,Provoked,M,1962.08.31.R-Israel.pdf
1485,1962,ITALY,Unprovoked,M,1962.09.02-Sarra.pdf
1486,1962,ITALY,Unprovoked,M,1962.08.00.b-Mattacchione.pdf
1487,1962,MADAGASCAR,Provoked,M,1962.07.20-Masnori.pdf
1488,1962,MARSHALL ISLANDS,Unprovoked,M,1962.01.01-Caberto.pdf
1489,1962,MEXICO,Unprovoked,M,1962.10.25-Nunez.pdf
1490,1962,MEXICO,Unprovoked,M,1962.09.22-Valenzuela.pdf
1491,1962,MID ATLANTIC OCEAN,Unprovoked,M,1962.11.00-Fisher.pdf
1492,1962,MOZAMBIQUE,Unprovoked,M,1962.04.09-Martin.pdf
1493,1962,MOZAMBIQUE,Unprovoked,M,1962.01.26-Cumbe.pdf
1494,1962,NEW ZEALAND,Provoked,M,1962.03.25.b-Luxton.pdf
1495,1962,NEW ZEALAND,Provoked,M,1962.02.18-Mason.pdf
1496,1962,NEW ZEALAND,Unprovoked,F,1962.01.11.a-BerylGrant.pdf
1497,1962,NEW ZEALAND,Unprovoked,M,1962.01.27-McEwan.pdf
1498,1962,NEW ZEALAND,Unprovoked,M,1962.01.15-Till.pdf
1499,1962,PANAMA,Unprovoked,M,1962.10.00-babyboy.pdf
1500,1962,PAPUA NEW GUINEA,Provoked,M,1962.08.30.a-Setiro.pdf
1501,1962,PAPUA NEW GUINEA,Unprovoked,M,1962.08.01-Tarara.pdf
1502,1962,PAPUA NEW GUINEA,Unprovoked,M,1962.06.10.b-boy-Aitape.pdf
1503,1962,PAPUA NEW GUINEA,Unprovoked,M,1962.03.24-Kes.pdf
1504,1962,PAPUA NEW GUINEA,Unprovoked,M,1962.02.23-Hekure.pdf
1505,1962,PAPUA NEW GUINEA,Unprovoked,M,1962.01.11.b-Agiramon.pdf
1506,1962,SENEGAL,Unprovoked,M,1962.08.00.a-Senegal.pdf
1507,1962,SOLOMON ISLANDS,Unprovoked,M,1962.02.00-Loloi.pdf
1508,1962,SOUTH AFRICA,Unprovoked,M,1962.01.18-Vermaak.pdf
1509,1962,SOUTH AFRICA,Provoked,M,1962.12.30-Roets.pdf
1510,1962,SOUTH AFRICA,Unprovoked,M,1962.10.28-Holliday.pdf
1511,1962,SOUTH AFRICA,Unprovoked,M,1962.04.07-Blane.pdf
1512,1962,SOUTH AFRICA,Unprovoked,M,1962.02.07-Hoogvorst.pdf
1513,1962,SOUTH AFRICA,Unprovoked,M,1962.02.05-Nielsen.pdf
1514,1962,SOUTH ATLANTIC OCEAN,Unprovoked,M,1962.09.13-MacIver.pdf
1515,1962,SPAIN,Unprovoked,F,1962.00.00.c-AiguaBlava.pdf
1516,1962,TURKEY,Unprovoked,M,1962.08.30.b-pdf
1517,1962,USA,Unprovoked,F,1962.10.06-Leaf.pdf
1518,1962,USA,Unprovoked,M,1962.06.25-NV-AirForce-bailout.pdf
1519,1962,USA,Provoked,M,1962.08.29-Harris.pdf
1520,1962,USA,Provoked,M,1962.07.19-Cervantes.pdf
1521,1962,USA,Provoked,M,1962.06.04-Green.pdf
1522,1962,USA,Unprovoked,M,1962.11.11-LeroyFrench_Collier.pdf
1523,1962,USA,Unprovoked,M,1962.08.19-Fix.pdf
